Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Dexter,2,Male,500,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.4°C,95.00616998,Bovine Tuberculosis
Cow,Jersey,4,Female,580,Lethargy,Decreased Milk Yield,Fever,No,8 days,Yes,No,No,No,No,No,No,No,No,39.6°C,69.99082116,Mastitis
Goat,Saanen,8,Female,110,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,39.8°C,84.98314368,Caprine Arthritis Encephalitis
Pig,Large White,5,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.0°C,89.99032654,Swine Flu
Cow,Holstein,4,Male,700,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,No,Yes,No,Yes,39.3°C,76.98615939,Bovine Respiratory Disease
Rabbit,English Angora,3,Male,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,147.9839805,Pasteurellosis
Dog,Rottweiler,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.2°C,120.0168996,Leptospirosis
Cat,Persian,5,Male,4,Lethargy,Appetite Loss,Skin Lesions,No,2 weeks,Yes,No,No,No,No,No,Yes,No,No,38.7°C,159.9990379,Fungal Infection
Cat,Burmese,8,Female,5,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,38.6°C,139.015103,Feline Viral Rhinotracheitis
Horse,Thoroughbred,6,Male,550,Lameness,Loss of Appetite,Swollen Legs,Fever,5 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,39.5°C,78.0079331,Equine Influenza
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.2°C,130.0149667,Rabbit Hemorrhagic Disease
Cow,Guernsey,4,Male,590,Appetite Loss,Lethargy,Diarrhea,Dehydration,5 days,Yes,No,No,Yes,No,No,Yes,No,No,39.3°C,84.01309109,Bovine Coccidiosis
Sheep,Lincoln,8,Male,95,Lethargy,Swollen Joints,Fever,Loss of Appetite,6 days,No,Yes,No,Yes,Yes,No,Yes,No,Yes,39.9°C,75.00504983,Footrot
Sheep,Karakul,5,Male,80,Swollen Joints,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,75.0126386,Scrapie
Dog,Poodle,3,Female,20,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,120.0163175,Parvovirus
Pig,Wessex Saddleback,3,Male,105,Vomiting,Fever,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,83.99966141,Actinobacillus Suis
Rabbit,English Lop,3,Male,2,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.0°C,154.9906943,Myxomatosis
Pig,Tamworth,4,Female,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,85.00790705,Swine Erysipelas
Cow,Belted Galloway,4,Female,650,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,74.99516368,Bovine Tuberculosis
Cat,Sphynx,5,Female,3,Vomiting,Appetite Loss,Diarrhea,Weight Loss,6 days,Yes,Yes,No,No,Yes,No,Yes,No,No,38.7°C,142.9860539,Gastroenteritis
Goat,Boer,6,Male,70,Vomiting,Diarrhea,Loss of Appetite,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.4°C,80.00881217,Caprine Arthritis Encephalitis
Dog,Bulldog,5,Female,22,Coughing,Lethargy,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.3°C,119.9953738,Canine Cough
Cat,Burmese,4,Female,8,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.0°C,140.005021,Feline Chlamydiosis
Rabbit,Dutch,3,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,149.9938215,Rabbit Hemorrhagic Disease
Pig,Wessex Saddleback,3,Male,105,Vomiting,Fever,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,84.0105708,Actinobacillus Suis
Dog,Golden Retriever,5,Male,35,Coughing,Lethargy,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,110.0029008,Canine Parvovirus
Horse,Morgan,11,Female,530,Weight Loss,Swollen Joints,Reduced Appetite,Fever,8 days,No,Yes,Yes,No,Yes,No,No,Yes,No,39.7°C,73.97047307,Equine Encephalitis
Cow,Limousin,6,Female,620,Weight Loss,Reduced Milk Production,Appetite Loss,Lethargy,10 days,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.4°C,84.99916382,Johne's Disease
Cow,Guernsey,5,Male,610,Nasal Discharge,Coughing,Labored Breathing,Fever,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.9°C,81.9947588,Bovine Influenza
Pig,Large White,6,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.4°C,94.99919339,Swine Fever
Cow,Simmental,4,Female,700,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,99.99360949,Bovine Respiratory Disease
Sheep,Dorper,4,Male,95,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.3°C,77.99849327,Contagious Ecthyma
Horse,Thoroughbred,6,Female,500,Coughing,Labored Breathing,Nasal Discharge,Fever,10 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.8°C,85.00976073,Equine Influenza
Goat,Nigerian Dwarf,2,Female,55,Vomiting,Fever,Loss of Appetite,Lethargy,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,39.2°C,81.99318378,Caprine Arthritis Encephalitis
Horse,Morgan,9,Male,600,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.5°C,80.01147204,West Nile Virus
Dog,Shih Tzu,8,Female,8,Lethargy,Vomiting,Diarrhea,Loss of Appetite,5 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.0°C,130.0119164,Canine Hepatitis
Cat,Ragdoll,5,Male,8,Coughing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.2°C,144.9912551,Feline Leukemia Virus
Rabbit,Himalayan,2,Female,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.8°C,149.983894,Rabbit Calicivirus
Dog,Poodle,2,Female,8,Coughing,Nasal Discharge,Appetite Loss,Lethargy,4 days,Yes,No,No,Yes,No,No,No,Yes,No,39.1°C,124.9867718,Kennel Cough
Cow,Brahman,7,Female,620,Fever,Coughing,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.6°C,80.99070022,Mastitis
Cow,Charolais,5,Female,620,Lethargy,Coughing,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.6°C,81.00255436,Bovine Tuberculosis
Cow,Aberdeen Angus,6,Female,620,Coughing,Fever,Loss of Appetite,Lethargy,5 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.2°C,79.98626295,Bovine Respiratory Disease
Cow,Shorthorn,5,Male,600,Diarrhea,Dehydration,Lethargy,Loss of Appetite,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.4°C,84.01408794,Salmonellosis
Rabbit,Dutch,2,Female,1,Sneezing,Nasal Discharge,Lethargy,Loss of Appetite,3 days,Yes,No,Yes,Yes,No,Yes,No,No,Yes,38.8°C,155.018472,Upper Respiratory Infection
Cat,American Curl,5,Male,4,Vomiting,Diarrhea,Dehydration,Weight Loss,3 days,Yes,Yes,No,No,Yes,Yes,No,No,No,38.8°C,148.0000007,Pancreatitis
Horse,Arabian,13,Male,490,Fever,Nasal Discharge,Labored Breathing,Lethargy,8 days,No,No,No,Yes,Yes,No,No,Yes,No,39.6°C,78.00003264,Equine Influenza
Cat,Bengal,4,Male,7,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.1°C,134.9915192,Feline Immunodeficiency Virus
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,120.0120644,Parvovirus
Cat,Abyssinian,5,Female,4,Vomiting,Diarrhea,Loss of Appetite,Dehydration,3 days,No,Yes,No,Yes,No,Yes,No,Yes,No,38.5°C,141.9933047,Pancreatitis
Cow,Hereford,7,Female,580,Loss of Appetite,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,79.99396011,Bovine Johne's Disease
Goat,Toggenburg,5,Female,60,Vomiting,Diarrhea,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,39.6°C,81.00463735,Caprine Pleuropneumonia
Sheep,Romney,5,Female,90,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,39.1°C,74.98176756,Maedi-Visna
Sheep,Dorset,6,Male,120,Coughing,Loss of Appetite,Lethargy,Fever,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,39.5°C,84.97318868,Scrapie
Cat,Maine Coon,6,Female,10,Coughing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.1°C,144.9961418,Feline Leukemia
Horse,Thoroughbred,9,Male,500,Nasal Discharge,Coughing,Labored Breathing,Lethargy,10 days,No,No,No,Yes,Yes,No,No,Yes,No,40.0°C,78.01788804,Equine Viral Arteritis
Pig,Pietrain,3,Female,135,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.4°C,95.01145644,African Swine Fever
Cow,Brown Swiss,3,Female,580,Diarrhea,Dehydration,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,No,No,Yes,No,No,Yes,39.3°C,84.98510852,Coccidiosis
Dog,German Shepherd,6,Female,30,Coughing,Labored Breathing,Lethargy,Loss of Appetite,6 days,Yes,No,Yes,No,Yes,No,No,No,Yes,39.4°C,124.9973595,Kennel Cough
Cow,Jersey,3,Male,620,Diarrhea,Lethargy,Appetite Loss,Decreased Milk Yield,8 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,79.01174505,Salmonellosis
Dog,Rottweiler,5,Female,42,Lethargy,Vomiting,Loss of Appetite,Coughing,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,120.0086447,Canine Parvovirus
Cow,Guernsey,5,Female,450,Coughing,Loss of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.0°C,78.00586974,Bovine Parainfluenza
Dog,Doberman Pinscher,6,Male,40,Vomiting,Lethargy,Loss of Appetite,Coughing,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,119.0024039,Canine Distemper
Dog,Corgi,5,Male,11,Vomiting,Diarrhea,Lethargy,Weight Loss,3 days,Yes,No,Yes,No,No,Yes,No,Yes,No,39.2°C,133.9866124,Pancreatitis
Rabbit,Himalayan,2,Female,1,Sneezing,Loss of Appetite,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.8°C,149.9964399,Rabbit Calicivirus
Cat,Maine Coon,6,Male,9,Coughing,Loss of Appetite,Nasal Discharge,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,39.4°C,139.9978265,Feline Herpesvirus
Dog,Beagle,4,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,39.2°C,119.9878529,Distemper
Sheep,Blackface,4,Male,95,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.3°C,76.99003548,Blue Tongue Disease
Dog,Husky,9,Male,25,Lethargy,Vomiting,Diarrhea,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,No,No,No,39.1°C,123.9935835,Canine Parvovirus
Cat,Persian,6,Female,4,Nasal Discharge,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.1°C,147.9959457,Feline Coronavirus
Cow,Holstein,3,Male,700,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.2°C,89.9958582,Bovine Mastitis
Cow,Simmental,4,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,39.3°C,78.00313823,Bovine Respiratory Syncytial Virus
Rabbit,English Angora,3,Male,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,147.9981059,Pasteurellosis
Pig,Landrace,6,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,39.2°C,109.99987,Swine Influenza
Dog,Boxer,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.3°C,119.9867093,Canine Infectious Hepatitis
Horse,Clydesdale,12,Female,600,Fever,Swollen Joints,Appetite Loss,Lameness,6 days,No,No,Yes,No,Yes,Yes,No,Yes,No,39.6°C,76.99433211,Equine Laminitis
Dog,Bulldog,3,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.2°C,124.9860973,Canine Leptospirosis
Sheep,Suffolk,4,Male,110,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.3°C,77.00071009,Bluetongue
Goat,Toggenburg,2,Female,70,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,39.4°C,89.98712977,Caprine Arthritis Encephalitis
Dog,Bulldog,5,Female,18,Lethargy,Coughing,Loss of Appetite,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.3°C,115.0051686,Kennel Cough
Horse,Tennessee Walking Horse,6,Female,600,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,39.4°C,81.99611209,Equine Rhinopneumonitis
Pig,Tamworth,4,Female,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,85.00953028,Swine Erysipelas
Cow,Ayrshire,3,Female,700,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,90.01389544,Bovine Respiratory Disease
Dog,Dachshund,7,Female,8,Vomiting,Diarrhea,Weight Loss,Appetite Loss,3 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,120.0105649,Gastroenteritis
Cow,Holstein,7,Male,590,Coughing,Nasal Discharge,Labored Breathing,Lethargy,4 days,No,No,No,Yes,Yes,No,Yes,No,No,39.9°C,80.00444756,Bovine Pneumonia
Cat,Persian,7,Female,4,Sneezing,Nasal Discharge,Eye Discharge,Lethargy,4 days,Yes,No,No,Yes,Yes,No,Yes,No,Yes,38.9°C,141.9875326,Feline Upper Respiratory Infection
Dog,Labrador,4,Male,25,Fever,Lethargy,Appetite Loss,Vomiting,3 days,Yes,Yes,No,No,No,No,No,No,No,39.5°C,119.9836578,Parvovirus
Cat,Russian Blue,3,Female,5,Nasal Discharge,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,38.9°C,144.9905412,Feline Leukemia Virus
Sheep,Tunis,4,Male,95,Swollen Joints,Coughing,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,76.00997051,Bluetongue Virus
Pig,Landrace,4,Male,100,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.2°C,87.00324124,Porcine Epidemic Diarrhea
Rabbit,Himalayan,3,Male,2,Sneezing,Nasal Discharge,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.0°C,140.0059712,Rabbit Viral Hemorrhagic Disease
Dog,Beagle,4,Female,25,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,39.2°C,120.0089186,Distemper
Horse,Morgan,11,Female,530,Weight Loss,Swollen Joints,Reduced Appetite,Fever,8 days,No,Yes,Yes,No,Yes,No,No,Yes,No,39.7°C,74.01671209,Equine Encephalitis
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,39.2°C,130.0061181,Rabbit Viral Hemorrhagic Disease
Pig,Large White,5,Female,130,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.0°C,90.00528313,Swine Flu
Cat,Bengal,4,Male,10,Vomiting,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.2°C,145.0199055,Feline Panleukopenia
Goat,Saanen,2,Male,85,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.6°C,89.98926886,Caprine Arthritis Encephalitis Virus
Horse,Pinto,6,Male,600,Lameness,Loss of Appetite,Swollen Legs,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.5°C,88.00298123,Equine Influenza
Horse,Andalusian,8,Male,550,Lameness,Swollen Legs,Loss of Appetite,Fever,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.4°C,87.99100454,Equine Encephalomyelitis
Rabbit,Mini Lop,1,Female,1,Nasal Discharge,Loss of Appetite,Lethargy,Sneezing,2 days,Yes,Yes,Yes,Yes,No,No,Yes,No,No,38.7°C,154.9986505,Myxomatosis
Cat,Bengal,4,Male,10,Vomiting,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.2°C,144.9902191,Feline Panleukopenia
Cat,Ragdoll,6,Male,6,Appetite Loss,Weight Loss,Vomiting,Lethargy,2 weeks,Yes,Yes,No,No,No,No,Yes,No,No,39.0°C,160.0152305,Feline Leukemia
Dog,German Shepherd,4,Male,32,Lethargy,Vomiting,Loss of Appetite,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,129.993164,Canine Hepatitis
Rabbit,Holland Lop,3,Female,2,Sneezing,Nasal Discharge,Loss of Appetite,Lethargy,5 days,No,Yes,No,Yes,Yes,No,No,Yes,No,38.6°C,159.9956265,Snuffles
Cat,Abyssinian,5,Female,4,Vomiting,Diarrhea,Loss of Appetite,Dehydration,3 days,No,Yes,No,Yes,No,Yes,No,Yes,No,38.5°C,142.0047549,Pancreatitis
Cat,Siberian,2,Male,6,Coughing,Sneezing,Nasal Discharge,Eye Discharge,4 days,Yes,No,Yes,No,No,Yes,No,Yes,No,38.6°C,143.996022,Feline Calicivirus
Dog,Shih Tzu,8,Female,8,Lethargy,Vomiting,Diarrhea,Loss of Appetite,5 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.0°C,129.9931351,Canine Hepatitis
Goat,Angora,4,Male,90,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,81.99589517,Caprine Arthritis
Horse,Percheron,5,Male,680,Lameness,Swollen Legs,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.4°C,105.0039162,Equine Laminitis
Sheep,Romney,6,Female,78,Weight Loss,Lethargy,Loss of Appetite,Swollen Joints,9 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.7°C,76.00600845,Scrapie
Cat,Maine Coon,3,Male,8,Lethargy,Vomiting,Loss of Appetite,Diarrhea,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,147.9912248,Feline Infectious Peritonitis
Dog,Boxer,3,Female,30,Lethargy,Vomiting,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.3°C,119.9974223,Canine Infectious Hepatitis
Rabbit,Mini Lop,1,Female,1,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.1°C,140.004802,Myxomatosis
Horse,Clydesdale,7,Female,800,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.5°C,84.99746795,Equine Leptospirosis
Goat,Boer,7,Female,120,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,89.99540465,Foot-and-Mouth Disease
Cow,Jersey,6,Female,600,Fever,Nasal Discharge,Decreased Milk Yield,Lethargy,5 days,Yes,No,No,Yes,No,Yes,No,No,No,39.4°C,85.9959453,Bovine Respiratory Syncytial Virus
Horse,Thoroughbred,9,Male,500,Nasal Discharge,Coughing,Labored Breathing,Lethargy,10 days,No,No,No,Yes,Yes,No,No,Yes,No,40.0°C,78.00146242,Equine Viral Arteritis
Pig,Pietrain,4,Female,130,Coughing,Loss of Appetite,Lethargy,Nasal Discharge,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.2°C,88.01305793,Swine Erysipelas
Cow,Brahman,7,Female,620,Fever,Coughing,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.6°C,81.00417466,Mastitis
Goat,Toggenburg,5,Female,60,Vomiting,Diarrhea,Loss of Appetite,Fever,4 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,39.6°C,80.98353238,Caprine Pleuropneumonia
Cat,Maine Coon,5,Male,5,Nasal Discharge,Eye Discharge,Sneezing,Lethargy,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.8°C,139.9830113,Feline Respiratory Disease Complex
Dog,Golden Retriever,7,Male,30,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,39.0°C,129.9978699,Canine Distemper
Cat,British Shorthair,3,Male,6,Appetite Loss,Coughing,Nasal Discharge,Eye Discharge,4 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.7°C,144.986913,Feline Upper Respiratory Infection
Cat,Maine Coon,5,Male,8,Coughing,Loss of Appetite,Lethargy,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.1°C,144.9958876,Feline Upper Respiratory Infection
Pig,Tamworth,3,Male,160,Coughing,Loss of Appetite,Lethargy,Fever,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.5°C,104.9939732,Swine Influenza
Cat,Siamese,6,Male,4,Coughing,Sneezing,Eye Discharge,Lethargy,4 days,Yes,No,No,Yes,No,Yes,Yes,No,Yes,38.7°C,139.9881155,Feline Calicivirus
Horse,Andalusian,8,Male,550,Lameness,Swollen Legs,Loss of Appetite,Fever,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.4°C,87.99098636,Equine Encephalomyelitis
Horse,Clydesdale,15,Female,700,Swollen Joints,Lameness,Weight Loss,Lethargy,8 days,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,76.99311002,Equine Metabolic Syndrome
Dog,German Shepherd,4,Female,45,Lethargy,Loss of Appetite,Coughing,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.4°C,119.9878482,Canine Parvovirus
Horse,Arabian,6,Male,500,Lameness,Swollen Legs,Loss of Appetite,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.3°C,85.00276624,Equine Protozoal Myeloencephalitis
Cow,Brown Swiss,3,Female,580,Diarrhea,Dehydration,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,No,No,Yes,No,No,Yes,39.3°C,84.9841297,Coccidiosis
Rabbit,Himalayan,2,Male,2,Sneezing,Loss of Appetite,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.2°C,129.9949948,Rabbit Hemorrhagic Disease
Pig,Chester White,3,Male,150,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.7°C,104.9997949,Swine Influenza
Cat,Maine Coon,2,Male,6,Vomiting,Appetite Loss,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,139.9928871,Intestinal Parasites
Horse,Percheron,5,Male,680,Lameness,Swollen Legs,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.4°C,104.9783882,Equine Laminitis
Cow,Limousin,6,Male,650,Coughing,Loss of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.5°C,80.01900087,Bovine Respiratory Disease Complex
Horse,Percheron,5,Male,680,Lameness,Swollen Legs,Loss of Appetite,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.4°C,105.0076125,Equine Laminitis
Cat,Maine Coon,3,Male,7,Lethargy,Vomiting,Loss of Appetite,Diarrhea,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,148.0057061,Feline Infectious Peritonitis
Horse,Morgan,5,Male,550,Lameness,Loss of Appetite,Swollen Legs,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.2°C,80.01963399,Equine Herpesvirus
Rabbit,Mini Rex,1,Female,1,Sneezing,Loss of Appetite,Fever,Nasal Discharge,2 days,Yes,Yes,No,Yes,No,No,Yes,No,No,38.7°C,159.9966495,Myxomatosis
